date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:53:10	400542/400542	---MCZ	200	added ('OK')	text/html	etag:W/%2241484e35cbeb7853ffe303364cbd3b1d%22	https://mberberet15.wixsite.com/portfolio	D:/OneDrive%20-%20Southern%20Illinois%20University%20Edwardsville/APsidian/Service/Tech%20Committee/Website%20Committee/senior-portfolios/mberberet/mberberet15.wixsite.com/portfolio.html	(from )
14:53:10	483/483	---M--	200	added ('OK')	text/plain	etag:W/%221e3-Zvhxyb0e/s0tfh8v+u1GjxNb5Ww%22	https://mberberet15.wixsite.com/robots.txt		(from )
14:53:10	137771/137771	---M-Z	200	added ('OK')	application/javascript	etag:W/%2218eb21e8d1074fd7a594d3748ba0cb33%22	https://static.parastorage.com/unpkg/core-js-bundle@3.2.1/minified.js	D:/OneDrive%20-%20Southern%20Illinois%20University%20Edwardsville/APsidian/Service/Tech%20Committee/Website%20Committee/senior-portfolios/mberberet/static.parastorage.com/unpkg/core-js-bundle@3.2.1/minified.js	(from https://mberberet15.wixsite.com/portfolio)
14:53:10	1171/1171	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c187011c9a45c15a6fcbf5d62a5d755f%22	https://static.parastorage.com/unpkg/focus-within-polyfill@5.0.9/dist/focus-within-polyfill.js	D:/OneDrive%20-%20Southern%20Illinois%20University%20Edwardsville/APsidian/Service/Tech%20Committee/Website%20Committee/senior-portfolios/mberberet/static.parastorage.com/unpkg/focus-within-polyfill@5.0.9/dist/focus-within-polyfill.js	(from https://mberberet15.wixsite.com/portfolio)
14:53:11	65591/65591	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2030%20Dec%202024%2020:53:12%20GMT	https://polyfill-fastly.io/v3/polyfill.min.js?features=fetch	D:/OneDrive%20-%20Southern%20Illinois%20University%20Edwardsville/APsidian/Service/Tech%20Committee/Website%20Committee/senior-portfolios/mberberet/polyfill-fastly.io/v3/polyfill.mind82c.js	(from https://mberberet15.wixsite.com/portfolio)
14:53:11	2478/2478	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Dec%202024%2020:53:12%20GMT	https://mberberet15.wixsite.com/i	D:/OneDrive%20-%20Southern%20Illinois%20University%20Edwardsville/APsidian/Service/Tech%20Committee/Website%20Committee/senior-portfolios/mberberet/mberberet15.wixsite.com/i.4.delayed	(from https://mberberet15.wixsite.com/portfolio)
14:53:12	2477/2477	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Dec%202024%2020:53:13%20GMT	https://mberberet15.wixsite.com/t	D:/OneDrive%20-%20Southern%20Illinois%20University%20Edwardsville/APsidian/Service/Tech%20Committee/Website%20Committee/senior-portfolios/mberberet/mberberet15.wixsite.com/t.5.delayed	(from https://mberberet15.wixsite.com/portfolio)
14:53:12	2477/2477	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Dec%202024%2020:53:13%20GMT	https://mberberet15.wixsite.com/	D:/OneDrive%20-%20Southern%20Illinois%20University%20Edwardsville/APsidian/Service/Tech%20Committee/Website%20Committee/senior-portfolios/mberberet/mberberet15.wixsite.com/index.html	(from https://mberberet15.wixsite.com/portfolio)
14:53:13	382684/382684	---MCZ	200	added ('OK')	text/html	etag:W/%22ac26127af92633b2b1cc994e11d52f93%22	https://mberberet15.wixsite.com/portfolio/resume	D:/OneDrive%20-%20Southern%20Illinois%20University%20Edwardsville/APsidian/Service/Tech%20Committee/Website%20Committee/senior-portfolios/mberberet/mberberet15.wixsite.com/portfolio/resume.html	(from https://mberberet15.wixsite.com/portfolio)
14:53:13	404343/404343	---MCZ	200	added ('OK')	text/html	etag:W/%2262f9fcff785ee72922babc18aa83b7a5%22	https://mberberet15.wixsite.com/portfolio/internship	D:/OneDrive%20-%20Southern%20Illinois%20University%20Edwardsville/APsidian/Service/Tech%20Committee/Website%20Committee/senior-portfolios/mberberet/mberberet15.wixsite.com/portfolio/internship.html	(from https://mberberet15.wixsite.com/portfolio)
